$ python ./part2.py --debug input.txt
2025-12-01 19:49:38,289 INFO   : Starting ./part2.py to read input.txt...
2025-12-01 19:49:38,289 DEBUG  : args=Namespace(debug=True, input_file=[<_io.TextIOWrapper name='input.txt' mode='r' encoding='cp1252'>])
2025-12-01 19:49:38,289 DEBUG  : turn: before=50, offset=-10, self.position=40, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=40, offset=-24, self.position=16, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=16, offset=17, self.position=33, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=33, offset=48, self.position=81, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=81, offset=-36, self.position=45, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=45, offset=11, self.position=56, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=56, offset=45, self.position=1, goals=1
2025-12-01 19:49:38,289 DEBUG  : turn: before=1, offset=5, self.position=6, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=6, offset=-41, self.position=65, goals=1
2025-12-01 19:49:38,289 DEBUG  : turn: before=65, offset=1, self.position=66, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=66, offset=-1, self.position=65, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=65, offset=42, self.position=7, goals=1
2025-12-01 19:49:38,289 DEBUG  : turn: before=7, offset=-4, self.position=3, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=3, offset=-13, self.position=90, goals=1
2025-12-01 19:49:38,289 DEBUG  : turn: before=90, offset=-15, self.position=75, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=75, offset=-46, self.position=29, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=29, offset=45, self.position=74, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=74, offset=14, self.position=88, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=88, offset=-34, self.position=54, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=54, offset=46, self.position=0, goals=1
2025-12-01 19:49:38,289 DEBUG  : turn: before=0, offset=-1, self.position=99, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=99, offset=-5, self.position=94, goals=0
2025-12-01 19:49:38,289 DEBUG  : turn: before=94, offset=-26, self.position=68, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=68, offset=10, self.position=78, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=78, offset=-10, self.position=68, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=68, offset=50, self.position=18, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=18, offset=-19, self.position=99, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=99, offset=-24, self.position=75, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=75, offset=-48, self.position=27, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=27, offset=-37, self.position=90, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=90, offset=33, self.position=23, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=23, offset=14, self.position=37, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=37, offset=33, self.position=70, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=70, offset=5, self.position=75, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=75, offset=-41, self.position=34, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=34, offset=-35, self.position=99, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=99, offset=-35, self.position=64, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=64, offset=-6, self.position=58, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=58, offset=13, self.position=71, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=71, offset=-37, self.position=34, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=34, offset=40, self.position=74, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=74, offset=46, self.position=20, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=20, offset=24, self.position=44, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=44, offset=9, self.position=53, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=53, offset=13, self.position=66, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=66, offset=26, self.position=92, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=92, offset=-5, self.position=87, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=87, offset=-38, self.position=49, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=49, offset=8, self.position=57, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=57, offset=-62, self.position=95, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=95, offset=5, self.position=0, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=0, offset=22, self.position=22, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=22, offset=25, self.position=47, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=47, offset=9, self.position=56, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=56, offset=29, self.position=85, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=85, offset=15, self.position=0, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=0, offset=-9, self.position=91, goals=0
2025-12-01 19:49:38,290 DEBUG  : turn: before=91, offset=9, self.position=0, goals=1
2025-12-01 19:49:38,290 DEBUG  : turn: before=0, offset=41, self.position=41, goals=0
